리뷰,음식유형,리뷰2,리뷰3,리뷰4,label,리뷰5,new리뷰,토큰화된리뷰
자리 잡기가  하늘에  별따기  그래도 뷰가 좋아서가격은  좀나가지만  ,카페,"['좋다', '좋다']",좋다 좋다,좋다 좋다,1,"['좋다', '좋다']","['좋다', '좋다']","[2, 2]"
음식도 인테리어도 다 좋았고 직원들이 친절해서 기분좋게 식사하고 왔습니다,양식,"['좋다', '친절하다', '좋다']",좋다 친절하다 좋다,좋다 친절하다 좋다,1,"['좋다', '친절하다', '좋다']","['좋다', '친절하다', '좋다']","[2, 7, 2]"
디저트 배불리 먹고 폭풍 수다 떨기 딱 좋아요,디저트,['좋다'],좋다,좋다,1,['좋다'],['좋다'],[2]
국물맛도좋고  등뼈가 부드럽고  시래기도맛있어요,한식,"['좋다', '부드럽다', '맛있다']",좋다 부드럽다 맛있다,좋다 부드럽다 맛있다,1,"['좋다', '부드럽다', '맛있다']","['좋다', '부드럽다', '맛있다']","[2, 36, 1]"
어머니 모시고 주말 저녁 예약 후 방문해써 만원 할인 받았어요 음식도 괜찮았는데 홀매니저때문에 기분 상해서 돌아왔네요손님들 다 지켜보는 홀에서 먹기전부터 먹을때까지 서빙 직원들한테 소리 지르며 야단치는 모습이 보기 좋지도 않을뿐더러 손님입징에선 매우 불편한 장면이었어요 같이 일하는 동료인데 그런 모습은 자기얼굴에 침뱉기 아닌가요,해산물,"['괜찮다', '좋다', '불편하다', '그렇다', '아니다']",괜찮다 좋다 불편하다 그렇다 아니다,괜찮다 좋다 불편하다 그렇다 아니다,0,"['괜찮다', '좋다', '불편하다', '그렇다', '아니다']","['괜찮다', '좋다', '불편하다', '그렇다', '아니다']","[17, 2, 13, 12, 6]"
토마호크는 정말 사랑입니다호불호 갈리길래 고민엄청했는데 토마호크 먹다가 블랙라벨을 못먹겠어요 양고기 냄새도안나고 최고 그리고 울산점 서비스도 최고 애기데리고가서 너무 정신없으셨을텐데 끝까지 다챙겨주셔서감사해요ㅠㅠ,양식,"['이다', '없다']",이다 없다,이다 없다,0,"['이다', '없다']","['이다', '없다']","[11, 3]"
번째방문인데 맛이변함이없고 배불리잘먹었어요,양식,"['변하다', '없다']",변하다 없다,변하다 없다,0,"['변하다', '없다']","['변하다', '없다']","[46, 3]"
청결한 매장에 쫄깃한 면발육즙이 살아있는 육전까지맛나게먹었네요,한식,['청결하다'],청결하다,청결하다,1,['청결하다'],['청결하다'],[73]
초밥뷔페라고하기엔 초밥질이 너무하네요 가격은 마니 비싼데 질은 떨어져요,일식,"['너무하다', '비싸다']",너무하다 비싸다,너무하다 비싸다,0,"['너무하다', '비싸다']","['너무하다', '비싸다']","[123, 9]"
세줄평  대게는 맛있는데 다시는 안가요직원들 태도 마음안들고 대게라면 비닐나옴안받겠다고 했지만 사장님이 만원 돌려주었음 박달대게 특상급 마리 만원짜리임키로에 만원이라 함어머니 모시고 네이버 예약 후 방문하였습니다네이버 예약 확인도 안하시고 대게 고르라더니 하시는 말씀이 다리 떨어진거라도이해하라는 안내를 받고 차로 어이없었습시다 다리 안떨어진 대게로 달라고 요청 후층으로 갔더니 자리가 없어서 카운터 앞에서서 다리 불편하신 어머니랑 분 기다린 후 자리 앉았습니다 차로 어이없음꾹 참고 나온 음식 먹었습니다대게라면 만천원인가 시켰는데재활용 음식물로 만든줄 알았습니다층 주방에 얘기했더니 앞으로 조심하겠다고 하시고층 사장님한테 얘기했더니 죄송하다고 하셨네요,해산물,"['맛있다', '어이없다', '없다', '불편하다', '어이없다', '죄송하다']",맛있다 어이없다 없다 불편하다 어이없다 죄송하다,맛있다 어이없다 없다 불편하다 어이없다 죄송하다,0,"['맛있다', '어이없다', '없다', '불편하다', '어이없다', '죄송하다']","['맛있다', '어이없다', '없다', '불편하다', '어이없다', '죄송하다']","[1, 145, 3, 13, 145, 48]"
뷰는 좋은데 화장실 냄새가ㅠㅠ,카페,['좋다'],좋다,좋다,1,['좋다'],['좋다'],[2]
너무 비쌈다시는 못 갈듯,해산물,['비싸다'],비싸다,비싸다,0,['비싸다'],['비싸다'],[9]
대게세트 맛도맛있지만 양도 많고 분위기도 정말 좋았습니다 강츄  사장님외 직원분들 너무너무 친절해용,해산물,"['맛있다', '많다', '좋다', '친절하다']",맛있다 많다 좋다 친절하다,맛있다 많다 좋다 친절하다,1,"['맛있다', '많다', '좋다', '친절하다']","['맛있다', '많다', '좋다', '친절하다']","[1, 8, 2, 7]"
해동짬뽕먹는데 홍합개오징어살 개나머지 양파배추가격원참나 진짜 하다하다 음식가지고 이럼 되겠나요다신갈일없겠지만 그쪽지역으로얼굴돌리기도싫으네요,중식,"['이렇다', '없다', '싫다']",이렇다 없다 싫다,이렇다 없다 싫다,0,"['이렇다', '없다', '싫다']","['이렇다', '없다', '싫다']","[37, 3, 49]"
명란쉬림프크림파스타 너무 맛있어요,양식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
불편함에 대한 처리가 늦음 ,양식,['불편하다'],불편하다,불편하다,0,['불편하다'],['불편하다'],[13]
음식위생좀생각해주시면 좋겠네요해산물요리에서 그물망이 나왔는데 탄산음료로 퉁치려고 하는게 좀 기분 나빴어요 그물망이면 왔을때부터 있었다는건데 제대로 검수를 안했다는거잖아요 인증 받은게 맞는지 의심스럽네요,양식,"['좋다', '나쁘다', '있다', '의심스럽다']",좋다 나쁘다 있다 의심스럽다,좋다 나쁘다 있다 의심스럽다,0,"['좋다', '나쁘다', '있다', '의심스럽다']","['좋다', '나쁘다', '있다', '의심스럽다']","[2, 18, 4, 258]"
회사 근처에서 옮겨서 아쉽지만 역시 너무나도 맛있어요 키키키키  들기름막국수 짱임,일식,"['아쉽다', '맛있다']",아쉽다 맛있다,아쉽다 맛있다,1,"['아쉽다', '맛있다']","['아쉽다', '맛있다']","[10, 1]"
맛있게먹었습니다,양식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
기장놀러와 점심먹으러 들렀는데 고기가 살살녹아요 맛있어요 담에도 또 들릴께요간절곶맛집 간절곶드라이브 베테랑바베큐,한식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
탕수육 맛집 유산슬도 맛있어요,중식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
간만에 너무 더워서 밀면가게 방문 국물도 정말 진하고 맛있었습니다마지막에 나가려다 온육수 있는거 보고 한잔만 먹고 나가야지 하다가 세잔 먹고 나갔어요온육수가 삼삼하니 중독석이 어마어마합니닷꼭 챙겨드세용,한식,"['덥다', '진하다', '맛있다', '있다', '삼삼하다', '어마어마하다']",덥다 진하다 맛있다 있다 삼삼하다 어마어마하다,덥다 진하다 맛있다 있다 삼삼하다 어마어마하다,1,"['덥다', '진하다', '맛있다', '있다', '삼삼하다', '어마어마하다']","['덥다', '진하다', '맛있다', '있다', '삼삼하다', '어마어마하다']","[25, 84, 1, 4, 249]"
어버이날 식사 만족했어요,양식,['만족하다'],만족하다,만족하다,1,['만족하다'],['만족하다'],[35]
조금 늦게 도착했는데도 식사흐름 끊키지 않게 음식이 바로 채워졌어요좋은사람들과 좋은 장소에서 시간가는지 모르고 식사했습니다,양식,"['좋다', '좋다']",좋다 좋다,좋다 좋다,1,"['좋다', '좋다']","['좋다', '좋다']","[2, 2]"
울산에서 이렇게 분위기 좋은 한옥카페를 발견하다니 고급진 음악에 편안한 소파에서 힐링하다가 왔네요 무엇보다 커피맛이 대애박 최고 콜드부르 아이스커피 강추합니다이런 핫플레이스 알게되어 뿌듯뿌듯 친구들에게 마구마구 소문 내야겠어요,카페,"['좋다', '편안하다', '추하다', '이렇다']",좋다 편안하다 추하다 이렇다,좋다 편안하다 추하다 이렇다,1,"['좋다', '편안하다', '추하다', '이렇다']","['좋다', '편안하다', '추하다', '이렇다']","[2, 142, 40, 37]"
예약하고 갔는데 다른테이블에서 기다렸다가원형테이블로 안내해주셨는데 조금 불편했네요 음식은 맛있엇어요 근데 조금 시끄러운 분위기였네요ㅠㅠ그래도 친절하시고 맛있엇어요,양식,"['불편하다', '시끄럽다', '친절하다']",불편하다 시끄럽다 친절하다,불편하다 시끄럽다 친절하다,0,"['불편하다', '시끄럽다', '친절하다']","['불편하다', '시끄럽다', '친절하다']","[13, 29, 7]"
맛있어요 ㅎㅎ,일식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
양도푸짐하고 맛도 좋아요,양식,['좋다'],좋다,좋다,1,['좋다'],['좋다'],[2]
웨이팅이 아깝지 않은 맛집 ㅠㅠ,한식,['아깝다'],아깝다,아깝다,0,['아깝다'],['아깝다'],[20]
스시아리카 종종 방문 했던 사람입니다직원분들이 바뀌어서 그런지 생선에 비린내가 많이 났습니다 치즈계란을 시키는데 그 전에는 새로 만들어서 주셨는데 레일 위에 있는 계란을 가져가시는거 보고 충격이었습니다 또한 연어를 집었는데 연어가 말라 있다뇨 ㅠㅡㅠ 이건 아니지 않을까요위생이 중요하고 생선은 더더욱 관리가 잘 되어야 하는데 먹기 힘들정도로 연어가 말라있더군요다음부터는 가지 않을거 같네요동네 맛집을 잃어버려 슬픕니다 직원분들께서 더 세심한 관리가 필요한거 같네요수고하세요,일식,"['이다', '그렇다', '비리다', '새롭다', '있다', '말르다', '아니다', '중요하다', '힘들다', '말르다', '같다', '슬프다', '필요하다', '같다']",이다 그렇다 비리다 새롭다 있다 말르다 아니다 중요하다 힘들다 말르다 같다 슬프다 필요하다 같다,이다 그렇다 비리 다 새롭다 있다 말르다 아니다 중요하다 힘들다 말르다 같다 슬프다 필요하다 같다,0,"['이다', '그렇다', '비리', '새롭다', '있다', '말르다', '아니다', '중요하다', '힘들다', '말르다', '같다', '슬프다', '필요하다', '같다']","['이다', '그렇다', '비리', '새롭다', '있다', '말르다', '아니다', '중요하다', '힘들다', '말르다', '같다', '슬프다', '필요하다', '같다']","[11, 12, 78, 51, 4, 101, 6, 143, 24, 101, 5, 119, 57, 5]"
본갈비랑 안거미ㅎ안거미 대박ㅋㅋㅋㅋ맛있어요,한식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
오랫만에 생일이라 아웃백 들렸어요새로운 메뉴도 몇가지 생기고 맛있네요항상 기념일 있으면 들립니다,양식,"['새롭다', '맛있다', '있다']",새롭다 맛있다 있다,새롭다 맛있다 있다,1,"['새롭다', '맛있다', '있다']","['새롭다', '맛있다', '있다']","[51, 1, 4]"
우동 맛집이라길래 궁금해서 가봤어요 닭튀김우동은 첨 보는 비주얼과 맛이었어요 바삭바삭한 닭튀김에 쫄깃한 우동면발 조합 맛나네용 ㅎㅎ 자가제면이라 그런지 확실히 다름 돈가스도 소스에 푹 절여진 경양식돈가스 맛  왜 인기 많은지 이유를 알았어요  또 방문하려구요,일식,"['궁금하다', '바삭바삭하다', '그렇다', '확실하다', '다르다', '많다']",궁금하다 바삭바삭하다 그렇다 확실하다 다르다 많다,궁금하다 바삭바삭하다 그렇다 확실하다 다르다 많다,1,"['궁금하다', '바삭바삭하다', '그렇다', '확실하다', '다르다', '많다']","['궁금하다', '바삭바삭하다', '그렇다', '확실하다', '다르다', '많다']","[129, 215, 12, 116, 41, 8]"
쪽파베이글맛있어용,디저트,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
비오는 평일 분웨이팅 후 들어갔습니다ㅎ 웨이팅 공간 따로 있어서 좋았고 음식들이 맛도있고 양이 엄청 많네요ㅎ 다먹고 후식으로 복산다방에서 ㅂㅅ빵까지 완벽합니다ㅎㅎ,양식,"['있다', '좋다', '있다', '많다', '완벽하다']",있다 좋다 있다 많다 완벽하다,있다 좋다 있다 많다 완벽하다,1,"['있다', '좋다', '있다', '많다', '완벽하다']","['있다', '좋다', '있다', '많다', '완벽하다']","[4, 2, 4, 8, 115]"
고기질이 너무 좋고 캠핑온거 같은 분위기에서 맛있게 식사했습니다 서생쪽놀러오면  식사는 여기 완전 강추,한식,"['좋다', '같다', '맛있다']",좋다 같다 맛있다,좋다 같다 맛있다,1,"['좋다', '같다', '맛있다']","['좋다', '같다', '맛있다']","[2, 5, 1]"
오늘따라 맛이 없네요,양식,['없다'],없다,없다,0,['없다'],['없다'],[3]
오랜만에 다시 찾았는데 직원들이 어린친구들이라 그런지 서비스 의식이없네요 이번이 더 심했어요입장하자마자 여직원들 두세명 얼굴보고도 인사도 안내도 없이 멀뚱멀뚱 서있네요 입장후 자리앉으니 테이블에 하얀가루가 다 덮혀있음ㅜ저희가 닦으니 그제야 닦아줘요고기는 맛있었어요연기가 가득 창문이 열려있어도 환풍이 안되는것같았어요,한식,"['그렇다', '없다', '심하다', '하얗다', '맛있다', '안되다', '같다']",그렇다 없다 심하다 하얗다 맛있다 안되다 같다,그렇다 없다 심하다 하얗다 맛있다 안되다 같다,0,"['그렇다', '없다', '심하다', '하얗다', '맛있다', '안되다', '같다']","['그렇다', '없다', '심하다', '하얗다', '맛있다', '안되다', '같다']","[12, 3, 47, 225, 1, 19, 5]"
가격대비 매뉴도 다양하고 맛있어요,양식,"['다양하다', '맛있다']",다양하다 맛있다,다양하다 맛있다,1,"['다양하다', '맛있다']","['다양하다', '맛있다']","[30, 1]"
고기가 맛있어요ㅎㅎ 마블링이 쥑이네요 다음에 또 올게요간절곶 맛집 간절곶 드라이브 베테랑바베큐,한식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
디저트쪽 직원이 너무 불친절하고 퉁명스러워요손이 부족해 티라미수 덜었더니 빈접시 가져가라해서 한번만 버려주심 안되냐고 하니 완전 쌀쌀맞게 네 안돼요 사람 쳐다보지도 않고 따박따박네 저도 접시 안에 음식만 가져가면 안되는거 알아요 그래서 일부러 직원 나와 있길래 부탁한거였어요  저도 서비스직에서 일합니다만 그렇게 손님 대하는건 해본적도 생각도 안해봤습니다 내 장사가 아니라 그러는건가요,양식,"['불친절하다', '스럽다', '부족하다', '안되다', '안되다', '있다', '아니다', '그렇다']",불친절하다 스럽다 부족하다 안되다 안되다 있다 아니다 그렇다,불친절하다 스럽다 부족하다 안되다 안되다 있다 아니다 그렇다,0,"['불친절하다', '스럽다', '부족하다', '안되다', '안되다', '있다', '아니다', '그렇다']","['불친절하다', '스럽다', '부족하다', '안되다', '안되다', '있다', '아니다', '그렇다']","[14, 69, 39, 19, 19, 4, 6, 12]"
