리뷰,음식유형,리뷰2,리뷰3,리뷰4,label,토큰화된리뷰
괜찮았어요,해산물,['괜찮다'],괜찮다,괜찮다,1,[17]
백소정 삼산 올때마다 옵니다 진짜 최고 짱 맛집 정말 최곱니다 다들 어서오세요   ,일식,['곱다'],곱다,곱다,1,[166]
리조또 존맛입니당 바로 앞에 공영주차장도 있어서 편해요,양식,"['이다', '있다', '편하다']",이다 있다 편하다,이다 있다 편하다,1,"[11, 4, 21]"
맛있고 분위기도 좋아요,양식,"['맛있다', '좋다']",맛있다 좋다,맛있다 좋다,1,"[1, 2]"
직원분들의 센스가 살짝 부족했네요남자친구생일이라 제가 선결제까지하고 아무말없이 나갈려고했는데  당연히 남자가 계산한것처럼 남자친구한테가서 선결제 되어있는거 확인하시고 나가시라고 조곤조곤 얘기하시더라구요예약한사람 무안할정도로 꼭 선결제인지 후결제인지 말씀 안하셔도 다아는데ㅠ,양식,"['부족하다', '당연하다', '무안하다']",부족하다 당연하다 무안하다,부족하다 당연하다 무안하다,0,"[39, 103, 248]"
맛있게 먹을수있어요,한식,['맛있다'],맛있다,맛있다,1,[1]
고기 없어서 삶아서 주신다고 분정도 기다렸는데 고기 냄새 났어요 ㅠ,한식,['없다'],없다,없다,0,[3]
늘 느끼는거지만울산점 다들 친절합니다필요한거 굳이 말하지않아도어느샌가 달려와서 물어봅니다맛있고 기분좋은 식사시간이었습니다,양식,"['친절하다', '필요하다', '어느새다', '맛있다', '좋다']",친절하다 필요하다 어느새다 맛있다 좋다,친절하다 필요하다 어느새다 맛있다 좋다,1,"[7, 57, 1, 2]"
매장 분위기도 너무 좋고 음식 비주얼도 좋아요 맛있는데 가성비도 좋아서 자주 올 것 같네요,양식,"['좋다', '좋다', '맛있다', '좋다', '같다']",좋다 좋다 맛있다 좋다 같다,좋다 좋다 맛있다 좋다 같다,1,"[2, 2, 1, 2, 5]"
들어가서부터 나오는동안 불편했어요내돈주고 먹는데 이렇게 별로일수가유니짜장은 퍼지고 소스도 부족하고맛은 둘째고 진짜 서비스가너무 기분나빴어요개선이 필요할듯 합니다,중식,"['불편하다', '부족하다', '나쁘다', '필요하다']",불편하다 부족하다 나쁘다 필요하다,불편하다 부족하다 나쁘다 필요하다,0,"[13, 39, 18, 57]"
매장 넓고 깨끗해요 맛도 좋고 음식이 다 되면 로봇소정이가 테이블에 음식을 가져다주네요,일식,"['넓다', '깨끗하다', '좋다']",넓다 깨끗하다 좋다,넓다 깨끗하다 좋다,1,"[16, 38, 2]"
평이 나빠 걱정했는데 음식 누락이나 끊김도 없었고 다들 친절하셨습니다,해산물,"['나쁘다', '없다', '친절하다']",나쁘다 없다 친절하다,나쁘다 없다 친절하다,0,"[18, 3, 7]"
부모님이 어두워서 불편해 하신것 빼고는음식도 분위기도 만족입니다,양식,"['어둡다', '불편하다', '이다']",어둡다 불편하다 이다,어둡다 불편하다 이다,0,"[156, 13, 11]"
파스타랑 샐러드 넘 맛있어서 자주 오는곳이에요 진짜 짱이네요,양식,['맛있다'],맛있다,맛있다,1,[1]
남자 셋이서 잠깐 이야기하면서 급하게 먹게 되는 ㅋ누가누가 많이 먹나 내기하는것 같음 ㅎ ㅎ,디저트,"['급하다', '같다']",급하다 같다,급하다 같다,0,"[74, 5]"
예전맛은 아니지만  그래도 가게되는,한식,['아니다'],아니다,아니다,0,[6]
역시 해월당 맛있어요,디저트,['맛있다'],맛있다,맛있다,1,[1]
맛있어요 ,양식,['맛있다'],맛있다,맛있다,1,[1]
모임하기 좋은 곳이네요 분위기도 좋고 음식도 맛있어요,양식,"['좋다', '좋다', '맛있다']",좋다 좋다 맛있다,좋다 좋다 맛있다,1,"[2, 2, 1]"
예약하고갔는데바로 주방앞자리를 주시더라구요너무 어수선했어요 ㅠ 식사는 맛있습니다,양식,"['어수선하다', '맛있다']",어수선하다 맛있다,어수선하다 맛있다,1,"[80, 1]"
날씨좋을때오니까 뷰가엄청 좋네요아메리카노도 취향별로 고를수있어서 좋았어요 케이크도 맛나네요,카페,"['좋다', '좋다', '좋다']",좋다 좋다 좋다,좋다 좋다 좋다,1,"[2, 2, 2]"
맛있어요혼자 먹기 부담없고 좋네요,일식,"['맛있다', '없다', '좋다']",맛있다 없다 좋다,맛있다 없다 좋다,1,"[1, 3, 2]"
매번 지나갈때마다 줄서있어서 궁금했는데 오늘 딱 와서 먹네요더운날씨에 딱인거 같아요,일식,"['있다', '궁금하다', '덥다', '딱이다', '같다']",있다 궁금하다 덥다 딱이다 같다,있다 궁금하다 덥다 딱이다 같다,0,"[4, 129, 25, 164, 5]"
너무 맛있었어요 안거미랑 쌈장찌개가 특히 맛나요,한식,['맛있다'],맛있다,맛있다,1,[1]
바쁜 연휴기간에 사람을 더 쓰시던지요테이블 곳곳 빵부스러기 내부 정돈 안되고 커피 판매에만 급급하시네요음악도 없고ㅎ점주님 바쁜 기간에는 직원 더 쓰세요,카페,"['바쁘다', '안되다', '급하다', '없다', '바쁘다']",바쁘다 안되다 급하다 없다 바쁘다,바쁘다 안되다 급하다 없다 바쁘다,0,"[22, 19, 74, 3, 22]"
분위기도 좋고 직원분들이 친절하세요 크림 리조또와 로제 파스타를 시켰는데 둘 다 맛이 정말 좋아요,양식,"['좋다', '친절하다', '좋다']",좋다 친절하다 좋다,좋다 친절하다 좋다,1,"[2, 7, 2]"
공휴일 방문이라 평소와는 다른 메뉴 기대를 했는데 지난 방문인 평일 점심과 비슷해서 조금 아쉬웠네요 ,양식,"['비슷하다', '아쉽다']",비슷하다 아쉽다,비슷하다 아쉽다,0,"[159, 10]"
오늘도 깐쇼새우와 간짜장 먹고나니 배터질꺼같네요 맛있습니다,중식,"['같다', '맛있다']",같다 맛있다,같다 맛있다,1,"[5, 1]"
하몽루꼴라피자 스쿼드잉크 파스타 가든샐러드 이렇게 주문했어요  서비스 맛 모두 만족했어요  다음에 파스타 메뉴도 맛보고 싶어서 재방문 해보려고요  가든 샐러드는 좀 정말 기본이라서 다음에는 다른걸 시켜볼 생각이예요,양식,['만족하다'],만족하다,만족하다,1,[35]
여기요소리치는곳이 아니니까 서버들을 바라보며 필요한걸 얘기하려해도 서버님들이 시선을 주지않아 한참 손을 들고 기다렸네유ㅠ잔뜩시켜서 많이 먹었네유,양식,"['아니다', '필요하다']",아니다 필요하다,아니다 필요하다,0,"[6, 57]"
쉬림프돌돌파스타는 쪼금 매우니 맵찔이 아닌분들만 드세용트러플감자파스타는 감자전과 함께 나오는 크림파스타에요 양식과 한식의 콜라보라니 맛없을리가 없겠쥬음료는 무제한으로 즐길수있어요 ,양식,"['아니다', '맛없다', '없다']",아니다 맛없다 없다,아니다 맛없다 없다,0,"[6, 27, 3]"
그냥모 괜찮니요,양식,['괜찮다'],괜찮다,괜찮다,1,[17]
우울한 친구 마음 달래주려고 급예약해서 갔는데 분위기 좋고 음식도 맛나다며 친구가 너무 좋아해줘서제맘이 뿌듯 했어요예약 없이 그냥 갔으면 못 먹을뻔ㅋ,양식,"['우울하다', '좋다', '좋아하다']",우울하다 좋다 좋아하다,우울하다 좋다 좋아하다,1,"[2, 23]"
여름에 시원하게 한그릇하기 좋아요근데 계란이 너무 작아요 반도아니고 반의반은 너무해요 크게 주세요,한식,"['시원하다', '좋다', '작다', '아니다', '너무하다']",시원하다 좋다 작다 아니다 너무하다,시원하다 좋다 작다 아니다 너무하다,0,"[53, 2, 44, 6, 123]"
양도 많고맛있어요 동구에있는 갈비찜가게 중에서 제일 맛있는것같아요,한식,"['많다', '맛있다', '있다', '맛있다', '같다']",많다 맛있다 있다 맛있다 같다,많다 맛있다 있다 맛있다 같다,1,"[8, 1, 4, 1, 5]"
스테이크 맛있구요시저 샐러드 쉬림프 파스타 등 맛있어요,양식,"['맛있다', '맛있다']",맛있다 맛있다,맛있다 맛있다,1,"[1, 1]"
뷰가 정말 좋았어요평일이라 사람도 많지 않고맛있는 커피와 디저트좋은 사람과 즐거운 대화까지,카페,"['좋다', '많다', '맛있다', '좋다', '즐겁다']",좋다 많다 맛있다 좋다 즐겁다,좋다 많다 맛있다 좋다 즐겁다,1,"[2, 8, 1, 2, 64]"
커피 디저트 뷰 등등 뭐 하나 빠지는게 없음,카페,['없다'],없다,없다,0,[3]
뷰도 이쁘고 커피도 맛있네요,카페,"['이쁘다', '맛있다']",이쁘다 맛있다,이쁘다 맛있다,1,"[32, 1]"
반찬도 정갈하게 잘 나와요맛있게 잘 먹었습니다,한식,"['정갈하다', '맛있다']",정갈하다 맛있다,정갈하다 맛있다,1,"[112, 1]"
맛잇게 먹고 좋은시간 보내다 왓어요 직원분친절하고 밖을 보며 음식먹으니 넘좋앗어욧꼭 가보세요  추천합니다,양식,"['좋다', '친절하다', '좋다']",좋다 친절하다 좋다,좋다 친절하다 좋다,1,"[2, 7, 2]"
하나도 빠짐없이 다 맛있었어요,일식,['맛있다'],맛있다,맛있다,1,[1]
재재재재방문소고기 여기만한 맛집 없어요ㅠ 찐맛집,한식,['없다'],없다,없다,0,[3]
음맛은 있으나 줄서서 먹을 정도는 아닌 것 같아여 ㅠㅠ양도 적네요 ,한식,"['있다', '아니다', '같다']",있다 아니다 같다,있다 아니다 같다,0,"[4, 6, 5]"
게스트로는 갈때마다 만족 하고 갑니다모든 메뉴가 맛있어요,양식,['맛있다'],맛있다,맛있다,1,[1]
맛있게 잘먹었습니다  카레 너뮤 맛있어용,일식,"['맛있다', '맛있다']",맛있다 맛있다,맛있다 맛있다,1,"[1, 1]"
맛있어요,한식,['맛있다'],맛있다,맛있다,1,[1]
양도 많고 맛있어요,일식,"['많다', '맛있다']",많다 맛있다,많다 맛있다,1,"[8, 1]"
관광지 프리미엄이 심한 곳 모듬회를 시켰는데 색깔이 누렇더라구요 갓 뜬 식감을 느낄 수도 없고 확실히 신선함은 모르겠네요 ,해산물,"['심하다', '덥다', '없다', '확실하다', '신선하다']",심하다 덥다 없다 확실하다 신선하다,심하다 덥다 없다 확실하다 신선하다,0,"[47, 25, 3, 116, 34]"
요즘은  맛이 좀덜 하면서 비싸요,해산물,['비싸다'],비싸다,비싸다,0,[9]
친구소개로 간 음식점 맛있었어요 후식으로 주신 요구르트 최고입니다,퓨전,"['맛있다', '이다']",맛있다 이다,맛있다 이다,1,"[1, 11]"
너무 좋아요 맛있어요,카페,"['좋다', '맛있다']",좋다 맛있다,좋다 맛있다,1,"[2, 1]"
맛있게 먹었습니다ㅎㅎ,한식,['맛있다'],맛있다,맛있다,1,[1]
지인소개로 왔습니다고기 양이 많고 뷰도 좋아서 여행온기분이 드네요가족모임으로 추천합니다,한식,"['많다', '좋다']",많다 좋다,많다 좋다,1,"[8, 2]"
가성비도 괜찮고 맛있네용,일식,"['괜찮다', '맛있다']",괜찮다 맛있다,괜찮다 맛있다,1,"[17, 1]"
맛있어요,일식,['맛있다'],맛있다,맛있다,1,[1]
친구랑 왔다가 마제소바가 계속 생각나서 다시 왔어요매장도 깔끔하고 좋아요,일식,"['깔끔하다', '좋다']",깔끔하다 좋다,깔끔하다 좋다,1,"[15, 2]"
매장도 예쁘고 파스타 불호가 있을수 없는맛이고 피자 매콤하니 맛있고 직원들도 친절하세요,양식,"['예쁘다', '있다', '없다', '맛있다', '친절하다']",예쁘다 있다 없다 맛있다 친절하다,예쁘다 있다 없다 맛있다 친절하다,1,"[28, 4, 3, 1, 7]"
두번째 방문인데 또 한번 만족합니다담에 또 올께요,한식,['만족하다'],만족하다,만족하다,1,[35]
크로와상이 부드럽고 맛 있어요,카페,"['부드럽다', '있다']",부드럽다 있다,부드럽다 있다,1,"[36, 4]"
 가게분위기가 가격대비 저렴함 너무 조밀하게 붙어있는 테이블과 오션뷰 감상을 위한 유리창이 얼룩져있어 고급스러운 분위기가 연출되지않음빈약한 코스요리대게가 속살이 너무빈약했고 크기자체도 작았음 코스요리라 그러려니 하려해도 다른 메뉴 또한 빈약하여 이를 대신 할 수가 없었음 특히 매운탕 맛은 해산물전문요리점이라 믿기 힘들 정도로 맛이  형편없음 아쉬운 서비스마인드킹크랩은 속살이 보이도록 손질이 되어나오는 것이 보통인데 손님들이 손수 가위질을 해야 먹을 수 있을 정도로 최소한의 손질이 되어나옴 일일이 다 까서 먹느라 매우 짜증이났음서비스마인드의 부재인지 직원솜씨의 부재인진 모르겠음총평  네이버 후기보고 혹해서 갔으나 이제까지 가본 대게요리점서울기장정자 등에서 최하,해산물,"['저렴하다', '조밀하다', '고급스럽다', '빈약하다', '빈약하다', '작다', '그렇다', '빈약하다', '없다', '힘들다', '없다', '아쉽다', '있다', '부다']",저렴하다 조밀하다 고급스럽다 빈약하다 빈약하다 작다 그렇다 빈약하다 없다 힘들다 없다 아쉽다 있다 부다,저렴하다 조밀하다 고급스럽다 빈약하다 빈약하다 작다 그렇다 빈약하다 없다 힘들다 없다 아쉽다 있다 부다,0,"[68, 133, 44, 12, 3, 24, 3, 10, 4, 192]"
성인 명 갔구요 랍스타정식 만원짜리 인분 대게코스 만천원 인분 주문한 번은 호기심 반 타 지역 손님 대접용 반 정도의 마음으로 다녀왔는데기대가 컸나봐요가격대비 좀 아쉽긴했어요,해산물,['아쉽다'],아쉽다,아쉽다,0,[10]
음식이 맛있고 깔끔하게 나와요 추천합니다,양식,"['맛있다', '깔끔하다']",맛있다 깔끔하다,맛있다 깔끔하다,1,"[1, 15]"
가게앞 인테리어가 인상적이네요대기해서 먹을정도로 특별한 맛은 아닌것 같습니다씻어나온 김치와 푸딩 계란찜 맛있고요 수육은 좀 식으니 냄새가 납니다ㅠ 애가 먹고 싶다해서 시킨 새우튀김도 직접 만드신게 아니라 완제품을 튀기기만 하신것 같고 가격도 개 만오천원이라 비싸고 많이 니글거렸어요ㅠ  담에는 안올 것 같습니다,한식,"['특별하다', '아니다', '같다', '맛있다', '아니다', '같다', '비싸다', '같다']",특별하다 아니다 같다 맛있다 아니다 같다 비싸다 같다,특별하다 아니다 같다 맛있다 아니다 같다 비싸다 같다,0,"[33, 6, 5, 1, 6, 5, 9, 5]"
가족끼리 가서 웰컴쿠폰과 카드할인으로 비싸지 않은 가격에 아주 만족스럽게 먹었네요 담에 또 가야겠어요,양식,['비싸다'],비싸다,비싸다,0,[9]
유명하다 해서 갔는데 맛이 넘 없어ㅠ깜놀 실망했어요,한식,"['유명하다', '없다', '실망하다']",유명하다 없다 실망하다,유명하다 없다 실망하다,0,"[55, 3, 43]"
인 예약하고 가서 인 세트 주문했는데 소스를 인분만 주고 가셔서 소스 한사람거 더 달라고 여러번 요청해야했어요 음식은 불꺼진 버너에 한참 올려만두고 기다리게하셨고 구워주시다가 불끄고 또 주방으로 가셨고 스테이크는 시어링 시간이 길어져 잘라주셨을땐 이미 차가운 고기를 먹어야했어요 고기를 다 먹고 한참 지나도 세트 크림관자새우는 준비도 안됐어요 또 기다려서 먹고나니 남은 소스에 파스타해주신다고 옆테이블 버너에 올려두고는 잊으셔서 그대로 태우셨고요 태운거 확인하고 말도없이 주방가시더니 관자 새우 풍미는 없는 새로운 맨 크림소스에 파스타 준비해주셨네요 돼지고기 추가주문했는데 불판 올려두시곤 또 잊으셨는지 타겠다싶어서 저희가 불 끄고 먹어도되는지 물어보고 먹었어요 식사 내내 방치되는 기분이었습니다,한식,"['차갑다', '야하다', '밉다', '없다', '새롭다']",차갑다 야하다 밉다 없다 새롭다,차갑다 야하다 밉다 없다 새롭다,0,"[75, 31, 71, 3, 51]"
